IP Address,IP Type,Last VA Date,Last PT Date,No Of Open Ports,List Of Open Ports ,Total Vulnerability Count,Critical,High,Medium,Low ,Managed By (As Per VA Data),Owner (As Per VA Data),Unit (As Per VA Data),Unit (As Per Perspicacity),Managed By (As Per Perspicacity),Asset Reported in Perspicacity By,Asset Registered In Perspicacity On
203.145.145.32,Public IP,,Tue May 07 2024 07:04:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
14.141.86.75,Public IP,,Tue Jun 04 2024 06:33:56 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.21.55.78,Public IP,,Tue Jun 04 2024 06:37:24 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.21.49.150,Public IP,,Tue Jun 04 2024 06:37:26 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"ITIS1-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"22,51,52,83,82,718",54:10.8
125.19.144.206,Public IP,Tue Apr 26 2022 00:00:00 GMT+0530 (India Standard Time),Tue Jun 04 2024 04:49:15 GMT+0530 (India Standard Time),0,0,1,0,0,1,0,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,Shared Services Group Internal IT - Parent,Internal IT Team,382718,16:57.0
203.145.145.62,Public IP,,Tue Jun 04 2024 06:41:14 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
203.145.145.61,Public IP,,Tue Jun 04 2024 07:01:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
125.18.221.2,Public IP,,Sun Jun 02 2024 17:13:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-Mfg-NA Auto and Industrial-Parent,Others,Shared Services Group Internal IT - Parent",Internal IT Team,"22,51,52,83,82,718",14:30.5
125.17.228.170,Public IP,,Tue Jun 04 2024 07:10:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.16.8.134,Public IP,,Tue Jun 04 2024 07:10:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
203.145.145.60,Public IP,,Tue Jun 04 2024 07:10:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
203.145.145.57,Public IP,,Tue Jun 04 2024 08:13:19 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
203.145.145.34,Public IP,,Tue Jun 04 2024 08:16:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
125.16.125.132,Public IP,,Tue Jun 04 2024 08:16:07 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,382718,16:57.0
14.141.43.186,Public IP,,Tue Jun 04 2024 08:19:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
14.141.86.74,Public IP,,Tue Jun 04 2024 08:40:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.241.176.13,Public IP,,Tue Jun 04 2024 08:49:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Digital Infrastructure Services,ITIS1-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"22,51,52,83,82,718",12:25.9
14.140.151.234,Public IP,Tue May 21 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 04 2024 08:47:58 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.22.11.211,Public IP,,Tue Jun 04 2024 08:49:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
203.200.212.59,Public IP,,Tue Jun 04 2024 09:52:22 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
203.200.212.57,Public IP,,Tue Jun 04 2024 09:55:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"22,51,52,83,82,718",07:16.7
203.200.212.34,Public IP,,Tue Jun 04 2024 09:55:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
203.200.212.32,Public IP,,Tue Jun 04 2024 09:58:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.22.11.210,Public IP,,Tue Jun 04 2024 10:19:21 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
21.242.63.178,Public IP,,Tue Jun 04 2024 10:25:08 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
202.125.106.110,Public IP,,Tue Jun 04 2024 10:28:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.36.170,Public IP,,Sun Jun 02 2024 17:31:20 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,56:12.4
121.242.36.170,Public IP,,Sun Jun 02 2024 17:31:20 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Project Team,270376,17:28.1
202.54.180.199,Public IP,,Sun Jun 02 2024 18:52:14 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"2,70,37,68,50,086",19:20.0
14.142.32.153,Public IP,Wed Apr 03 2024 00:00:00 GMT+0530 (India Standard Time),Sat Jul 13 2024 17:22:14 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"21,84,03,18,50,086",37:34.6
115.113.247.10,Public IP,,Sun Jun 02 2024 17:37:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,09:28.1
61.246.205.83,Public IP,Wed May 29 2024 00:00:00 GMT+0530 (India Standard Time),Sat Jul 13 2024 18:10:44 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"21,84,03,18,50,086",37:34.6
123.63.189.65,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Sun Jun 02 2024 18:20:51 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,09:28.1
209.203.73.82,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Fri Jun 21 2024 19:01:35 GMT+0530 (India Standard Time),1,443,4,0,3,0,1,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,Digital Infrastructure Services,Internal IT Team,231723,17:11.6
125.17.155.23,Public IP,,Tue Jun 11 2024 00:58:25 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
122.15.53.117,Public IP,,Tue Jun 11 2024 01:07:17 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
14.142.55.233,Public IP,,Tue Jun 11 2024 01:10:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.241.164.55,Public IP,,Tue Jun 11 2024 01:46:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-Technology BU-Parent,Internal IT Team,1609466,17:00.7
52.191.14.213,Public IP,Wed Jul 24 2024 00:00:00 GMT+0530 (India Standard Time),Wed Jul 17 2024 17:47:36 GMT+0530 (India Standard Time),2,"443,80",0,0,0,0,0,,,None,Components Engineering Group1-Parent,Project Team,"15,42,85,05,33,578",00:35.9
115.112.81.189,Public IP,,Sun Jun 02 2024 18:04:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Internet of Things (IOU),IS-Technology BU-Parent",Internal IT Team,"1,60,94,66,17,93,680",44:26.2
14.141.244.142,Public IP,Wed Jul 24 2024 00:00:00 GMT+0530 (India Standard Time),Mon Jun 17 2024 18:55:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,IS-Hi-Tech1-Parent,Internal IT Team,1251276,16:55.0
115.111.228.67,Public IP,,Tue Jun 11 2024 02:37:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-Technology BU-Parent,Others",Internal IT Team,"1,10,00,71,23,06,458",58:38.3
115.111.228.66,Public IP,,Tue Jun 11 2024 02:46:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-Technology BU-Parent,Others",Internal IT Team,"1,10,00,71,23,06,458",58:38.3
179.27.32.139,Public IP,,Tue Jul 23 2024 21:25:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"1,10,39,83,14,16,41,23,00,000",56:13.2
115.111.155.180,Public IP,,Tue Jun 11 2024 02:49:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others,Internal IT Team,118871,16:51.3
61.246.205.114,Public IP,,Tue Jun 11 2024 03:44:52 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-BFSI-1.0,Others",Internal IT Team,"17,21,48,31,86,445",08:28.8
14.142.42.162,Public IP,,Tue Jun 11 2024 04:16:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-BFSI-1.0,Others",Internal IT Team,"17,21,48,31,86,445",08:28.8
14.142.42.53,Public IP,,Tue Jun 11 2024 04:25:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-Retail and TTH ANZ-Parent,Internal IT Team,1721483,29:50.3
125.17.1.92,Public IP,,Tue Jun 11 2024 04:28:18 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,1721483,55:04.6
125.18.179.18,Public IP,,Tue Jun 11 2024 05:31:11 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.17.193.40,Private IP,,Tue Jun 11 2024 04:44:58 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,1219912,43:55.6
125.16.129.212,Public IP,Wed Jul 24 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 06:24:25 GMT+0530 (India Standard Time),1,264,1,0,1,0,0,TCS Owned Internalit managed,,NA,"IS-CBG-TTH-UK&EMEA-Parent,IS-Retail Europe-Parent,Others",Internal IT Team,"1,04,73,86,17,21,483",06:36.0
10.23.152.34,Private IP,,Tue Jun 11 2024 06:27:21 GMT+0530 (India Standard Time),2,"2,00,05,060",0,0,0,0,0,,,None,Others,Internal IT Team,308645,17:08.1
14.140.248.105,Public IP,,Tue Jun 11 2024 07:29:49 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
115.111.155.179,Public IP,Wed Jun 12 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 13:56:55 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Others,Internal IT Team,255519,16:51.3
125.16.164.113,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 14:29:56 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-EGG-CMT-Parent,Others",Internal IT Team,"16,72,09,17,21,483",07:53.7
125.20.0.22,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 14:29:59 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-EGG-CMT-Parent,Others",Internal IT Team,"16,72,09,17,21,483",07:53.7
10.16.14.241,Private IP,,Tue Jun 11 2024 12:10:42 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,"IS-Retail UK-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"5,60,56,55,94,930",17:05.6
10.16.14.242,Private IP,,Tue Jun 11 2024 12:47:44 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,"IS-Retail UK-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"5,60,56,55,94,930",17:05.6
14.142.43.110,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 14:32:44 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.16.165,Public IP,,Tue Jun 11 2024 14:37:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.16.167,Public IP,Thu Dec 30 2021 00:00:00 GMT+0530 (India Standard Time),Wed May 15 2024 20:07:13 GMT+0530 (India Standard Time),0,0,5,0,0,2,3,TCS Owned Internalit managed,ajay.patel@tcs.com,Shared Services Group Internal IT - Parent,None,,,
121.242.16.166,Public IP,Mon Feb 07 2022 00:00:00 GMT+0530 (India Standard Time),Sat Jan 20 2024 13:31:35 GMT+0530 (India Standard Time),0,0,5,0,0,2,3,TCS Owned Internalit managed,abhijit.sahasrabudhe@tcs.com,Shared Services Group Internal IT - Parent,None,,,
61.246.205.85,Public IP,,Tue Jun 11 2024 16:07:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,27:27.2
14.142.32.158,Public IP,,Tue Jun 11 2024 16:07:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,850086,27:27.2
13.71.39.10,Public IP,Wed Mar 29 2023 00:00:00 GMT+0530 (India Standard Time),Tue Jun 25 2024 07:30:02 GMT+0530 (India Standard Time),0,0,2,0,2,0,0,TCS Owned Internalit managed,,Untagged,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"22,55,25,75,60,565",26:22.4
13.71.96.140,Public IP,Wed Dec 22 2021 00:00:00 GMT+0530 (India Standard Time),Tue Jul 23 2024 19:31:09 GMT+0530 (India Standard Time),0,0,1,0,0,0,1,TCS Owned InternalIT Managed,,Shared Services Group Internal IT - Parent,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"2,25,52,57,22,93,47,12,00,00,00,00,00,00,00,00,000",55:25.4
52.172.47.61,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jul 23 2024 22:00:04 GMT+0530 (India Standard Time),1,443,0,0,0,0,0,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"2,25,52,57,22,93,47,12,00,00,00,00,00,00,00,00,00,00,00,000",55:25.4
52.140.102.220,Public IP,Wed Jul 24 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jul 23 2024 21:30:07 GMT+0530 (India Standard Time),1,443,0,0,0,0,0,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"2,25,52,57,22,93,47,12,00,00,00,00,00,00,00,00,00,00,00,000",55:25.4
40.80.81.104,Public IP,Wed Mar 29 2023 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 17:45:08 GMT+0530 (India Standard Time),0,0,2,0,2,0,0,TCS Owned Internalit managed,,Untagged,Shared Services Group Internal IT - Parent,Internal IT Team,560565,16:52.8
20.197.58.135,Public IP,Wed Mar 29 2023 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 15:55:14 GMT+0530 (India Standard Time),3,"2,29,00,09,001",2,0,2,0,0,TCS Owned Internalit managed,,Untagged,Shared Services Group Internal IT - Parent,Internal IT Team,560565,16:52.8
13.71.111.55,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jul 23 2024 22:26:51 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"2,25,52,57,22,93,47,12,00,00,00,00,00,00,00,00,000",55:25.4
13.71.119.16,Public IP,Wed Mar 06 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jul 23 2024 21:39:05 GMT+0530 (India Standard Time),0,0,6,0,1,3,2,TCS Owned Internalit managed,,Shared Services Group Internal IT - Parent,"IS-BFSI-US West-Parent,Shared Services Group Internal IT - Parent",Internal IT Team,"2,25,52,57,22,93,47,12,00,00,00,00,00,00,00,00,000",55:25.4
10.61.54.44,Private IP,,Fri Jul 05 2024 13:48:32 GMT+0530 (India Standard Time),8,"1,11,12,32,24,44,98,08,00,00,00,00,00,000",0,0,0,0,0,,,None,Ultimatix,Internal IT Team,"2,22,85,80,22,36,168",23:00.5
10.61.54.44,Private IP,,Fri Jul 05 2024 13:48:32 GMT+0530 (India Standard Time),8,"1,11,12,32,24,44,98,08,00,00,00,00,00,000",0,0,0,0,0,,,None,Ultimatix,Project Team,2236168,18:04.3
10.61.54.43,Private IP,,Fri Jul 05 2024 12:44:58 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Internal IT Team,"2,22,85,80,22,36,168",23:00.5
10.61.54.43,Private IP,,Fri Jul 05 2024 12:44:58 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Project Team,2236168,18:04.3
10.61.52.129,Private IP,,Tue Jun 11 2024 15:12:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.62.54.28,Private IP,,Fri Jul 05 2024 13:02:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Internal IT Team,"2,22,85,80,22,36,168",23:00.5
10.62.54.28,Private IP,,Fri Jul 05 2024 13:02:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Project Team,2236168,18:04.3
10.61.56.14,Private IP,,Fri Jul 05 2024 09:16:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Internal IT Team,"2,22,85,80,22,36,168",23:00.5
10.61.56.14,Private IP,,Fri Jul 05 2024 09:16:15 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Project Team,2236168,18:04.3
10.62.52.14,Private IP,,Tue Jun 11 2024 16:16:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.62.56.7,Private IP,,Fri Jul 05 2024 12:48:19 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Internal IT Team,"2,22,85,80,22,36,168",23:00.5
10.62.56.7,Private IP,,Fri Jul 05 2024 12:48:19 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Ultimatix,Project Team,2236168,18:04.3
10.61.52.128,Private IP,,Tue Jun 11 2024 15:57:00 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
121.242.45.164,Public IP,,Sat Jul 06 2024 02:19:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"IS-LSHCERU 1.0,Shared Services Group Internal IT - Parent",Internal IT Team,"7,32,66,77,42,609",48:05.8
91.120.250.31,Public IP,,Tue Jun 11 2024 17:10:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.170.21.21,Private IP,,Tue Jul 16 2024 15:05:22 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-Mfg-Europe-Parent,Internal IT Team,2124999,42:19.3
10.170.21.60,Private IP,,Tue Jul 16 2024 16:47:11 GMT+0530 (India Standard Time),10,"1,35,13,78,21,39,15,56,00,00,00,00,00,00,00,00,00,000",0,0,0,0,0,,,None,IS-Mfg-Europe-Parent,Internal IT Team,"2,05,39,94,21,24,999",42:19.3
172.16.159.215,Private IP,,Wed Jun 12 2024 07:29:56 GMT+0530 (India Standard Time),4,"16,12,24,43,541",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,560565,16:52.8
10.249.235.123,Private IP,,Sat Jul 13 2024 22:39:20 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,44:59.1
10.249.235.122,Private IP,,Sat Jul 13 2024 21:48:13 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,2184031,44:59.1
172.19.99.204,Private IP,,Wed Jul 31 2024 03:33:37 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,556308,17:04.5
219.64.34.32,Public IP,,Tue Jul 23 2024 22:34:21 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"1,75,45,82,49,221",13:22.6
122.184.60.88,Public IP,,Tue Jul 23 2024 22:43:13 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,"1,75,45,82,49,221",13:22.6
125.18.117.86,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 18:31:33 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.25,Private IP,,Tue Jun 11 2024 18:22:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.21,Private IP,,Tue Jun 11 2024 18:43:48 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,850086,23:10.8
10.145.12.20,Private IP,,Tue Jun 11 2024 18:49:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.19,Private IP,,Tue Jun 11 2024 18:49:09 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.7,Private IP,,Tue Jun 11 2024 19:22:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.17,Private IP,,Fri Aug 02 2024 16:25:30 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,850086,05:17.7
10.145.12.33,Private IP,,Tue Jun 11 2024 20:23:02 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.14,Private IP,,Tue Jun 11 2024 20:28:10 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.145.12.11,Private IP,,Tue Jun 11 2024 20:28:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group1.1-Internal IT,Internal IT Team,850086,23:10.8
10.145.12.38,Private IP,,Tue Jun 11 2024 21:01:12 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.101.112.51,Private IP,,Mon Jun 03 2024 13:47:03 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,Digital Infrastructure Services,Internal IT Team,359399,55:23.7
195.249.211.10,Public IP,,Sun Jun 09 2024 23:22:07 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,Shared Services Group Internal IT - Parent,Internal IT Team,690268,13:13.0
10.61.56.76,Private IP,,Tue Jun 11 2024 22:01:04 GMT+0530 (India Standard Time),7,"1,35,13,78,21,39,14,33,00,00,00,00,000",0,0,0,0,0,,,None,None,,,
125.22.111.174,Public IP,Tue May 21 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 22:00:49 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
125.16.165.20,Public IP,,Tue Jun 11 2024 22:07:16 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-Retail UK-Parent,Internal IT Team,660892,54:52.8
59.145.253.9,Public IP,,Tue Jun 11 2024 22:06:02 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group1.1-Internal IT",Internal IT Team,"1,26,34,53,20,56,560",26:26.9
14.142.110.53,Public IP,Tue Jun 25 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 22:39:06 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Others,Shared Services Group1.1-Internal IT",Internal IT Team,"1,26,34,53,20,56,560",26:26.9
202.54.219.226,Public IP,Tue Jun 18 2024 00:00:00 GMT+0530 (India Standard Time),Fri Jun 28 2024 17:03:07 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-TTH-EUandUK-Parent,Internal IT Team,1796450,16:51.4
202.54.219.225,Public IP,Wed Jul 31 2024 00:00:00 GMT+0530 (India Standard Time),Fri Jun 28 2024 15:59:30 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,IS-TTH-EUandUK-Parent,Internal IT Team,1796450,16:51.4
10.61.54.237,Private IP,,Tue Jun 11 2024 23:40:47 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
10.61.54.201,Private IP,,Tue Jun 11 2024 23:43:20 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,None,,,
14.141.117.100,Public IP,Tue Jul 16 2024 00:00:00 GMT+0530 (India Standard Time),Tue Jun 11 2024 23:48:02 GMT+0530 (India Standard Time),0,0,0,0,0,0,0,,,None,"Shared Services Group1.1-Internal IT,Shared Services Group Internal IT - Parent",Internal IT Team,"1,84,41,91,20,56,560",35:09.9
172.21.113.43,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),2,"161, 22",0,0,0,0,0,,,None,None,,,
172.21.113.29,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.113.44,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),2,"161, 22",0,0,0,0,0,,,None,None,,,
172.21.113.52,Private IP,,Wed Jun 12 2024 00:15:15 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
172.21.113.53,Private IP,,Wed Jun 12 2024 00:35:57 GMT+0530 (India Standard Time),2,"22,443",0,0,0,0,0,,,None,None,,,
172.21.113.56,Private IP,,Wed Jun 12 2024 00:42:16 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.113.57,Private IP,,Wed Jun 12 2024 01:39:07 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.156.10,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.156.11,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.156.13,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.80.203,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.80.204,Private IP,,Wed Nov 24 2021 08:27:31 GMT+0530 (India Standard Time),1,22,0,0,0,0,0,,,None,None,,,
172.21.113.41,Private IP,,Wed Jun 12 2024 02:04:30 GMT+0530 (India Standard Time),3,"1,61,22,443",0,0,0,0,0,,,None,None,,,
